composition,is metal?
In0.001Te1Pb0.999,FALSE
In0.005Te1Pb0.995,FALSE
In0.01Ga0.99As0.99P0.01,FALSE
In0.01Ga0.99As1,FALSE
In0.01Te1Pb0.99,FALSE
In0.04Te1Pb0.96,FALSE
In0.07Te1Pb0.93,FALSE
In0.1Ga0.9As0.1P0.9,FALSE
In0.1Ga0.9As0.9P0.1,FALSE
In0.2Ga0.8As0.2P0.8,FALSE
In0.2Ga0.8As0.8P0.2,FALSE
In0.2Ga0.8As1,FALSE
In0.3Ga0.7As0.3P0.7,FALSE
In0.3Ga0.7As0.7P0.3,FALSE
In0.3Ga0.7As1,FALSE
In0.3Ga0.7P1,FALSE
In0.4Ga0.6As0.4P0.6,FALSE
In0.4Ga0.6As0.6P0.4,FALSE
In0.4Ga0.6As1,FALSE
In0.4Ga0.6P1,FALSE
In0.4Ga1.6Cu1S3.5,FALSE
In0.5Ga0.5As0.5P0.5,FALSE
In0.5Ga0.5As1,FALSE
In0.5Ga0.5P1,FALSE
In0.6Ga0.4As0.6P0.4,FALSE
In0.72Ga0.28As1,FALSE
In0.7Ga0.3As0.3P0.7,FALSE
In0.8Ga0.2As0.2P0.8,FALSE
In0.8Ga0.2As0.8P0.2,FALSE
In0.8Ga0.2As1,FALSE
In0.99Ga0.01As0.01P0.99,FALSE
In0.99Ga0.01As0.99P0.01,FALSE
In0.9Ga0.1As0.1P0.9,FALSE
In0.9Ga0.1As0.9P0.1,FALSE
In1.01Cu0.99Se2.01,FALSE
In1.05Cu0.95Se2.05,FALSE
In1.1Cu0.9Se2.1,FALSE
In1.3Cu0.7Se2.3,FALSE
In1.5Cu0.5Se2.5,FALSE
In1.65Cu0.35Se2.65,FALSE
In1.6Cu0.4Se2.6,FALSE
In1.6Ga0.4Cu1S3.5,FALSE
In1.7Cu0.3Se2.7,FALSE
In1.85Cu0.15Se2.85,FALSE
In1.8Cu0.2Se2.8,FALSE
In1.99Cu0.01Se2.99,FALSE
In1.9Cu0.1Se2.9,FALSE
In11.3Bi14.7S38,FALSE
In11Cu9Se20,TRUE
In1Ag1.75Sb5.75Se11,FALSE
In1Ga1Cu1S3.5,FALSE
In1Hg4As2.5Br3.5,FALSE
In1Sb0.01As0.99,FALSE
In1Sb0.1As0.9,FALSE
In1Sb0.2As0.8,FALSE
In1Sb0.3As0.7,FALSE
In1Sb0.4As0.6,FALSE
In1Sb0.5As0.5,FALSE
In1Sb0.6As0.4,FALSE
In1Sb0.7As0.3,FALSE
In1Sb0.8As0.2,FALSE
In1Sb0.99As0.01,FALSE
In1Sb0.9As0.1,FALSE
In2As2Cl2O5,FALSE
In2B(PO4)3,FALSE
In2Bi3Se7I,FALSE
In2Co,TRUE
In2Cu1S3.5,FALSE
In2FeSe4,FALSE
In2GeTe3,FALSE
In2Hg6(P2Cl3)3,FALSE
In2HgS4,FALSE
In2HgSe4,FALSE
In2HgTe4,FALSE
In2O3,FALSE
In2Pt,TRUE
In2S3,FALSE
In2Se,FALSE
In2Se2O7,FALSE
In2Se3,FALSE
In2Te,FALSE
In3AgTe5,FALSE
In3Au10,TRUE
In3Bi7(Pb2S9)2,TRUE
In3CuS5,FALSE
In3CuSe5,FALSE
In3CuTe5,FALSE
In3Pd5,TRUE
In3Sb,TRUE
In4As5(BrO4)3,FALSE
In4Bi3S10,FALSE
In4Cu2Te7,FALSE
In4S5,FALSE
In4Se3,FALSE
In4Te3,FALSE
In5AgS8,FALSE
In5AgTe8,FALSE
In5CuS8,FALSE
In5Se6,FALSE
In6S7,FALSE
In6Se7,FALSE
In9AgTe14,FALSE
InAg3,TRUE
InAgO2,FALSE
InAgS2,FALSE
InAgSe2,FALSE
InAgTe2,FALSE
InAs,FALSE
InAsI,FALSE
InAu3,TRUE
InBi2S4Br,FALSE
InBi2S4Cl,FALSE
InBi2Se4Br,FALSE
InCuGeSe4,FALSE
InCuS2,FALSE
InCuSe2,FALSE
InCuTe2,FALSE
InFe2CuSe4,TRUE
InHg7S6Cl5,FALSE
InHgW2,TRUE
InN,FALSE
InP,FALSE
InPS4,FALSE
InPt,TRUE
InPt3C,TRUE
InS,FALSE
InSb,FALSE
InSb2S4Br,FALSE
InSb2S4Cl,FALSE
InSb2Se4Br,FALSE
InSe,FALSE
InSiIr,TRUE
InSiTe3,TRUE
InSn2As2Se,FALSE
InSnAsSe,FALSE
Ir0.67S2,FALSE
Ir0.67Se2,FALSE
IrPb,TRUE
IrS2,FALSE
IrSe2,FALSE
IrSeS,FALSE
K(CoSe)2,TRUE
K(FeAs)2,TRUE
K(GeSe2)2,FALSE
K(OsO3)2,TRUE
K0.8Sn2Hg1.2S8,FALSE
K1.25Bi7.25Pb3.5Se15,FALSE
K1.46Sn3.09Bi7.45Se15,FALSE
K1.83Cd1.83Bi2.17S6,FALSE
K10Co4Sn4S17,FALSE
K10Fe4Sn4S17,FALSE
K10Mn4Sn4S17,FALSE
K10Sn3(PSe3)8,FALSE
K10Zn4Ge4S17,FALSE
K10Zn4Sn4S17,FALSE
K11Mn4O16,TRUE
K2.15Sb8.15Pb1.7Se15,FALSE
K2Ag3Sb3S7,FALSE
K2AgSnSe4,FALSE
K2Al2B2O7,FALSE
K2Au(IO3)5,FALSE
K2B10H9O,TRUE
K2BaNb2S11,FALSE
K2Bi8Se13,FALSE
K2Cd(PSe3)2,FALSE
K2Cd2Te3,FALSE
K2Cd3S4,FALSE
K2Cd3Se4,FALSE
K2Cd3Te4,FALSE
K2Ce(PO4)2,FALSE
K2Dy2Ti3O10,FALSE
K2FeGe3Se8,FALSE
K2Ga3CuSe6,FALSE
K2Gd2Sb2Se9,FALSE
K2Gd2Ti3O10,FALSE
K2Ge2PbS6,FALSE
K2Ge3(BO5)2,FALSE
K2Hg(PSe3)2,FALSE
K2Hg3(GeS4)2,FALSE
K2Hg3Se1.31S2.69,FALSE
K2Hg3Se2.97S1.03,FALSE
K2Ho4Cu4S9,FALSE
K2In2P3Se10,FALSE
K2In3AgSe6,FALSE
K2In3CuSe6,FALSE
K2La2Sb2S9,FALSE
K2La2Ti3O10,FALSE
K2Mn(SnSe3)2,FALSE
K2Mn3S4,TRUE
K2MnSnSe4,FALSE
K2Mo2Se2O11,FALSE
K2NbCuS4,FALSE
K2NbCuSe4,FALSE
K2NbO6,TRUE
K2Nd2Ti3O10,FALSE
K2PAuS4,FALSE
K2PdSe10,FALSE
K2RbSb,FALSE
K2ReH9,FALSE
K2RuCl6,TRUE
K2S,FALSE
K2Sb8Se3,FALSE
K2Se,FALSE
K2Sm2Ti3O10,FALSE
K2SmP2S7,FALSE
K2Sn(AuS2)2,FALSE
K2Sn2Hg3S8,FALSE
K2Sn3(SbS5)2,FALSE
K2Ta15O32,FALSE
K2Te,FALSE
K2TeI6,FALSE
K2Th(CuS2)2,FALSE
K2Ti(CuS2)2,FALSE
K2VAgS4,FALSE
K2VCuS4,FALSE
K2Zn(SnSe3)2,FALSE
K2ZnSn3S8,FALSE
K2ZnTe2,FALSE
K3(FeS2)2,TRUE
K3B6ClO10,FALSE
K3Bi2I9,FALSE
K3Cd(BO2)5,FALSE
K3Cr2(PS4)3,FALSE
K3Ga3Ge7S20,FALSE
K3Ga3Ge7Se20,FALSE
K3Hg,TRUE
K3LiNb6O15,TRUE
K3NaSn3Se8,FALSE
K3Nb2AsSe11,FALSE
K3Sm(AsS4)2,FALSE
K3Sn,TRUE
K3Ta2AsS11,FALSE
K3Ta2AsSe11,FALSE
K3Th2Cu3S7,FALSE
K3Ti2P5S18,FALSE
K3UF3,TRUE
K3V,TRUE
K4(ZrSe5)3,FALSE
K4Ag9(SbS3)4,FALSE
K4Al4Si19,FALSE
K4C2O3,TRUE
K4Ce3Sn3S14,FALSE
K4Ga4Si19,FALSE
K4Ge(PSe3)4,FALSE
K4GeS4,FALSE
K4GeSe4,FALSE
K4Hf3Se14,FALSE
K4Nb2S11,FALSE
K5In3P6Se19,FALSE
K6Cd4Sn3Se13,FALSE
K6CdTe4,FALSE
K6Ta1.03Nb2.97S25,FALSE
K6Ta2.93Nb1.07S22,FALSE
K6Yb3(PS4)5,FALSE
K8Ce2I18O53,FALSE
K8N3O,TRUE
K9Bi13S24,FALSE
KAg2,TRUE
KAg2AsS3,FALSE
KAg2PS4,FALSE
KAg2SbS3,FALSE
KAg2SbS4,FALSE
KAgAsS2,FALSE
KAgF3,TRUE
KAgO,TRUE
KAlGeS4,FALSE
KAsSe2,FALSE
KAu(IO3)4,FALSE
KB5PbO9,FALSE
KBaAsSe3,FALSE
KBaB5O9,FALSE
KBaSbSe3,FALSE
KBi2,TRUE
KBi3S5,FALSE
KBiO3,TRUE
KBiS2,FALSE
KBiSe2,FALSE
KBr,FALSE
KC60,TRUE
KCd4Ga5Se12,FALSE
KCeSe4,FALSE
KCl,FALSE
KCoO2,TRUE
KCu2BiS3,FALSE
KCu2SbS3,FALSE
KCu3S2,FALSE
KCu4AsS4,FALSE
KCuPO4,TRUE
KCuSnS3,FALSE
KCuSnSe3,FALSE
KEuAsS4,FALSE
KEuS2,TRUE
KF,FALSE
KFe2BiO5,FALSE
KFeCuTe2,FALSE
KGaSe2,FALSE
KGaSnSe4,FALSE
KH(CN2)3,TRUE
KH3(SeO3)2,FALSE
KHg,TRUE
KHg11,TRUE
KHg2,TRUE
KI,FALSE
KIO3,FALSE
KIn(TeO3)2,FALSE
KInGeS4,FALSE
KInS2,FALSE
KInSe2,FALSE
KInSnS4,FALSE
KLi(WO3)3,TRUE
KLiCO3,FALSE
KLu,TRUE
KMo6S7,TRUE
KNa2Sb,FALSE
KNb2O5,TRUE
KNb2Se,TRUE
KNb3(SeO6)2,FALSE
KNb3(TeO6)2,FALSE
KNbSe2O7,FALSE
KP(HO2)2,FALSE
KPAu5S8,FALSE
KPPbO4,FALSE
KPSe3,FALSE
KPSe6,FALSE
KRbBi8Se13,FALSE
KRuO4,TRUE
KSb,FALSE
KSb(SO4)2,FALSE
KSb5S8,FALSE
KSbS2,FALSE
KSbSe2,FALSE
KSc(SeO3)2,FALSE
KScO3,TRUE
KSi2P3,FALSE
KSiBiS4,FALSE
KSm2CuS4,FALSE
KSnAuS3,FALSE
KSnAuSe3,FALSE
KTa3(TeO6)2,FALSE
KTa3CuO9,TRUE
KTaO3,FALSE
KTbSe4,FALSE
KTeP2,FALSE
KThCuS3,FALSE
KTi2F7,FALSE
KTi5Se8,TRUE
KTiPO5,FALSE
KTm,TRUE
KUClO3,FALSE
KUCuSe3,TRUE
KV2I3O13,FALSE
KV4Ag11O16,FALSE
KV6O11,TRUE
KY(TeO3)2,FALSE
KYb2F7,TRUE
KYbSe2,TRUE
KZn4(BO3)3,FALSE
KZrPSe6,FALSE
La(FeAs3)4,TRUE
La(In2Au)2,TRUE
La(InS2)3,FALSE
La(Ni2B)6,TRUE
La(PRu)2,TRUE
La(SiOs)2,TRUE
La(SiRu)2,TRUE
La1.86Tb1.14Ga1.67S7,FALSE
La10Mn9O30,TRUE
La10Se14O,FALSE
La10Si8O3,TRUE
La16Mn15O48,TRUE
La1Se0.14S1.86,FALSE
La2.1Bi5.9Pb2S14,FALSE
La20Cu9O40,TRUE
La20Mo12Cl4O63,FALSE
La2B4Rh5,TRUE
La2CuO4,TRUE
La2Fe(SeO)2,FALSE
La2Fe2I,TRUE
La2Ga0.33Sb1S5,FALSE
La2Ga2GeS8,FALSE
La2Ge2Se7,FALSE
La2Ge5Ir3,TRUE
La2Ge5Rh3,TRUE
La2GeSe5,FALSE
La2HfS5,FALSE
La2In,TRUE
La2Mn(SeO)2,FALSE
La2MnNiO6,FALSE
La2MoO5,FALSE
La2Nb2N2O5,TRUE
La2Ni5B4,TRUE
La2O3,FALSE
La2PC,TRUE
La2PI2,TRUE
La2PdO4,TRUE
La2Pr2O7,TRUE
La2Rh7,TRUE
La2S3,FALSE
La2Se3,FALSE
La2Si5Rh3,TRUE
La2Sn5Rh3,TRUE
La2TiCoO6,FALSE
La2V2IO9,FALSE
La2VCoO6,FALSE
La2VNiO6,FALSE
La2YbCuS5,FALSE
La2YbCuSe5,FALSE
La2Zn(SeO)2,FALSE
La2ZrS5,FALSE
La3(BN2)2,TRUE
La3(OsO5)2,TRUE
La3(ReO5)2,TRUE
La3AlN,TRUE
La3CuGeSe7,FALSE
La3Ga1Ge0.5S7,FALSE
La3GaCuSe7,FALSE
La3Ge3Br2,TRUE
La3In1Ge0.5S7,FALSE
La3LuSe6,FALSE
La3Mg0.5Sn1S14,FALSE
La3Mo4O16F,FALSE
La3NiBr3,TRUE
La3Si1Sb0.33S7,FALSE
La3Si1Sb0.33Se7,FALSE
La3Te4,FALSE
La3ZrSb5,TRUE
La4Cd4In2S13,FALSE
La4Co3O10,TRUE
La4Fe(SbS5)2,FALSE
La4Fe(SbSe5)2,FALSE
La4In5S13,TRUE
La4InSbS9,FALSE
La4InSbSe9,FALSE
La5Cu6.33S7O4,FALSE
La5In3(S3O)3,FALSE
La5SmS8,TRUE
La5YbS8,TRUE
La6Sb4(SO4)3,FALSE
La8Mn7O24,TRUE
La8Sb2S15,FALSE
LaAl12O19,TRUE
LaAl4,TRUE
LaAl4Co,TRUE
LaB6,FALSE
LaBPt3,TRUE
LaBeB3O7,FALSE
LaBiAu2,TRUE
LaCd2,TRUE
LaCdAg2,TRUE
LaCdAu,TRUE
LaCu6,TRUE
LaCuSO,FALSE
LaCuSeO,FALSE
LaCuTeO,FALSE
LaF3,FALSE
LaGa,TRUE
LaGa3Pd2,TRUE
LaGaO3,FALSE
LaGaS3,FALSE
LaGeI,TRUE
LaH2,TRUE
LaH2NO5,FALSE
LaHg,TRUE
LaIn,TRUE
LaIn2Ir,TRUE
LaIn5Ir,TRUE
LaInS2O,FALSE
LaMg(FeO3)2,TRUE
LaMg2H7Pd,FALSE
LaMg3,TRUE
LaNbN2O,FALSE
LaP,FALSE
LaP3,TRUE
LaPd3S4,TRUE
LaPt5,TRUE
LaRe2Ag,TRUE
LaReB,TRUE
LaSb,FALSE
LaScSi,TRUE
LaSi,TRUE
LaSi2,FALSE
LaSi2Ru,TRUE
LaSn3Ru,TRUE
LaTaN2O,FALSE
LaTb3,TRUE
LaV,TRUE
LaVI5O16,FALSE
LaYbZn2,TRUE
LaZnAsO,FALSE
LaZnAu2,TRUE
Li(CuO)3,TRUE
Li(NiO2)4,TRUE
Li0.33Ag1Sn0.67O2,FALSE
Li0.33Ti0.67Ag1O2,FALSE
Li0.5Ge1Pb1.75S4,FALSE
Li11Mn13O32,TRUE
Li12Fe5O16,TRUE
Li13Nb14ZnO42,TRUE
Li13Ti22O48,TRUE
Li14Ti21O48,TRUE
Li15(FeO4)4,TRUE
Li15Mn2O12,TRUE
Li17Nb20O60,TRUE
Li17Ti20O40,TRUE
Li2(FeO2)5,TRUE
Li2(LuGe)3,TRUE
Li2(NiO2)3,TRUE
Li23(MnAs)20,TRUE
Li2B4O7,FALSE
Li2CdGe,FALSE
Li2CdGeS4,FALSE
Li2CdSnS4,FALSE
Li2Co4O7F,TRUE
Li2CrCo3O8,TRUE
Li2CrCuO4,TRUE
Li2Cu2S3,TRUE
Li2CuF6,TRUE
Li2DyIn,TRUE
Li2EuSn,TRUE
Li2Fe2(PO4)3,TRUE
Li2Fe3CoO8,TRUE
Li2Fe3NiO8,TRUE
Li2Fe3SnO8,TRUE
Li2FeGeS4,FALSE
Li2FeSnS4,FALSE
Li2FeWO6,TRUE
Li2Ga,TRUE
Li2Ga(GeSe3)2,FALSE
Li2Ga2GeS6,FALSE
Li2GaPd,TRUE
Li2HgGe,FALSE
Li2HgGeS4,FALSE
Li2In2GeS6,FALSE
Li2In2GeSe6,FALSE
Li2In2SiS6,FALSE
Li2In2SiSe6,FALSE
Li2InAg,TRUE
Li2LaTl,TRUE
Li2MgHg,TRUE
Li2MgIn,TRUE
Li2MgSn,TRUE
Li2MnCo3O8,TRUE
Li2MnCu3O8,TRUE
Li2MnGeS4,FALSE
Li2MnNi3O8,TRUE
Li2MnO2F,TRUE
Li2Mo2Se2O11,FALSE
Li2Nb2(PO4)3,TRUE
Li2NdAs2,TRUE
Li2NdSb2,TRUE
Li2Ni2SbO6,TRUE
Li2Ni3TeO8,TRUE
Li2Ni5(PO4)4,TRUE
Li2PmAl,TRUE
Li2PmGe,TRUE
Li2PrIn,TRUE
Li2PrP2,TRUE
Li2PtO3,FALSE
Li2Si4Ni5O14,TRUE
Li2SiHgS4,FALSE
Li2Sn5,TRUE
Li2SnHgS4,FALSE
Li2SnIr,TRUE
Li2TeMoO6,FALSE
Li2TeWO6,FALSE
Li2Ti3FeO8,TRUE
Li2TiMn3O8,TRUE
Li2TlAg,TRUE
Li2U(MoO5)2,TRUE
Li2V2F7,TRUE
Li2V3CrO8,TRUE
Li2V3FeO8,TRUE
Li2YbPb,TRUE
Li2ZnGe,FALSE
Li2ZnGeSe4,FALSE
Li2ZnSnS4,FALSE
Li2ZnSnSe4,FALSE
Li3(CoO2)4,TRUE
Li3(CuO)4,TRUE
Li3(CuO2)2,TRUE
Li3AlP2,FALSE
Li3AlTe4O11,FALSE
Li3Bi,FALSE
Li3C,TRUE
Li3Co(NiO2)4,TRUE
Li3Co2(GeO4)3,TRUE
Li3Co3SbO8,TRUE
Li3Co4TeO8,TRUE
Li3Cr(NiO2)4,TRUE
Li3Cr3(CuO6)2,TRUE
Li3CrCo3O8,TRUE
Li3CrO4,TRUE
Li3Cu4NiO8,TRUE
Li3Dy,TRUE
Li3Fe(CoO2)4,TRUE
Li3Fe(SbO3)4,TRUE
Li3Fe2SbO6,TRUE
Li3FeNi3O8,TRUE
Li3FeS3,TRUE
Li3FeTe4O11,FALSE
Li3GaTe4O11,FALSE
Li3Mn(CuO3)2,TRUE
Li3Mn(NiO3)2,TRUE
Li3Mn2(CoO4)2,TRUE
Li3Mn2(PO4)3,TRUE
Li3Mn2CuO6,TRUE
Li3Mn3NiO8,TRUE
Li3Mn3WO8,TRUE
Li3Mn4(PO4)6,TRUE
Li3Mn4O8,TRUE
Li3MnAs2,TRUE
Li3Mo2P5O18,TRUE
Li3Ni(SbO3)4,TRUE
Li3Ni2(GeO4)3,TRUE
Li3Ni3(PO4)4,TRUE
Li3PS4,FALSE
Li3ScN2,FALSE
Li3Si3Ag2,TRUE
Li3Ti2(PO4)3,TRUE
Li3Ti3(PO4)4,TRUE
Li3V12O29,TRUE
Li3V4FeO12,TRUE
Li3V4NiO12,TRUE
Li3VOF5,TRUE
Li4(FeO2)9,TRUE
Li4.5Al0.5Te1O6,FALSE
Li4.5Cr0.5Te1O6,FALSE
Li4.5Fe0.5Te1O6,FALSE
Li4.5Ga0.5Te1O6,FALSE
Li4.5Mn0.5Te1O6,FALSE
Li4Co2Ni3O10,TRUE
Li4Co3CuO8,TRUE
Li4Co5SbO12,TRUE
Li4Cr3NiO8,TRUE
Li4CrO5,TRUE
Li4Cu(PO4)2,TRUE
Li4Fe2Cu3O10,TRUE
Li4Fe3NiO8,TRUE
Li4Fe7(OF7)2,TRUE
Li4FeNi3O8,TRUE
Li4HgGe2S7,FALSE
Li4MgNi3O8,TRUE
Li4Mn(WO4)3,TRUE
Li4Mn3Cr3O12,TRUE
Li4Mn5Cu3O16,TRUE
Li4Mn5Nb3O16,TRUE
Li4Mn5NbO12,TRUE
Li4Mn5Ni3O16,TRUE
Li4NbNi3O8,TRUE
Li4Ni2(PO4)3,TRUE
Li4Ni3BiO8,TRUE
Li4Ti5Cr3O16,TRUE
Li4TiCr3O8,TRUE
Li4V5Cu3O16,TRUE
Li4VF7,TRUE
Li4WO5,TRUE
Li5(BiO3)4,TRUE
Li5Co2Ni3O10,TRUE
Li5Co2O2F5,TRUE
Li5Cr2Ni5O12,TRUE
Li5Fe2Ni3O10,TRUE
Li5Fe6(BO3)6,TRUE
Li5La3Nb14O42,TRUE
Li5Mn2Cu5O12,TRUE
Li5Mn3(FeO5)2,TRUE
Li5Mn5(SbO6)2,TRUE
Li5Mn6(BO3)6,TRUE
Li6(NiO2)5,TRUE
Li6Fe3Co7O20,TRUE
Li6Fe9CoO20,TRUE
Li6FeNi9O20,TRUE
Li6FeO5F,TRUE
Li6FeO6,TRUE
Li6Mn5CoO12,TRUE
Li6Mn5FeO12,TRUE
Li6Tb2O7,TRUE
Li7(Mo3S4)4,TRUE
Li7(NiO2)11,TRUE
Li7Ca8Nb12O40,TRUE
Li7Ti16O32,TRUE
Li7Ti5O12,TRUE
Li7Ti7O16,TRUE
Li8BiS6,TRUE
Li8GeN4,FALSE
Li8IrO6,TRUE
Li8PO3,TRUE
Li8PrO6,TRUE
Li8Ti16CuS32,TRUE
Li8TiNi7O16,TRUE
Li9Fe3(WO4)7,TRUE
Li9Ga13(Te7O22)3,FALSE
LiAgF3,TRUE
LiAl2Rh,TRUE
LiAl2Tc,TRUE
LiAl3,TRUE
LiAlB14,FALSE
LiAlB4,TRUE
LiAlGe,TRUE
LiAlRh2,TRUE
LiAsS2,FALSE
LiAsSe2,FALSE
LiB3,FALSE
LiB3O5,FALSE
LiB9PbO15,FALSE
LiBePt2,TRUE
LiBi2(PO4)3,TRUE
LiBi3(ClO2)2,FALSE
LiBiS2,FALSE
LiBr,FALSE
LiCa2Ga,TRUE
LiCa2Ge3,TRUE
LiCa2In,TRUE
LiCa2Mg,TRUE
LiCa3As2H,FALSE
LiCaO3,TRUE
LiCd2Rh,TRUE
LiCdBO3,FALSE
LiCl,FALSE
LiCo(CO3)2,TRUE
LiCo7O7F,TRUE
LiCoS2,TRUE
LiCu2(CO3)2,TRUE
LiCu2Ge,TRUE
LiCu3F7,TRUE
LiCu5P3O13,TRUE
LiCuO2,TRUE
LiCuPO4,TRUE
LiEr2Ga,TRUE
LiErAu2,TRUE
LiEuH3,FALSE
LiF,FALSE
LiFe2(PO4)3,TRUE
LiFe2(SiO4)2,TRUE
LiGa(GeSe3)2,FALSE
LiGaAg2,TRUE
LiGaAu2,TRUE
LiGaO2,FALSE
LiGaPd2,TRUE
LiGaPt2,TRUE
LiGaS2,FALSE
LiGaSe2,FALSE
LiGaTe2,FALSE
LiGd5P2O13,FALSE
LiGeRh2,TRUE
LiH3(SeO3)2,FALSE
LiHf2Ir,TRUE
LiHfPd2,TRUE
LiHg2Pd,TRUE
LiHoAu2,TRUE
LiHoO3,TRUE
LiI,FALSE
LiIO3,FALSE
LiIn(IO3)4,FALSE
LiIn2Rh,TRUE
LiInAg2,TRUE
LiInS2,FALSE
LiInSe2,FALSE
LiInSn,TRUE
LiInSnS4,FALSE
LiInTe2,FALSE
LiLa2IrO6,TRUE
LiLu2Ga,TRUE
LiLu2Pd,TRUE
LiLu2Ru,TRUE
LiLu2Tc,TRUE
LiMg2Ag,TRUE
LiMgAs,FALSE
LiMgBi,FALSE
LiMgN,FALSE
LiMgSnPd,TRUE
LiMn(PO4)2,TRUE
LiMn2(PO4)2,TRUE
LiMn4O8,TRUE
LiMn9Se10,TRUE
LiMnCoO4,TRUE
LiMnCuO4,TRUE
LiMnO2,TRUE
LiMnP2O7,TRUE
LiMnSiO4,TRUE
LiMo3O8,TRUE
LiMoIO6,FALSE
LiNb3(BiO3)4,FALSE
LiNbO3,FALSE
LiNi2(PO4)3,TRUE
LiNiP2O7,TRUE
LiPm2Al,TRUE
LiPm2Ga,TRUE
LiPm2Ir,TRUE
LiPm2Si,TRUE
LiPr2Ru,TRUE
LiSb3PbS6,FALSE
LiSbS2,FALSE
LiSbSe2,FALSE
LiSbTe2,FALSE
LiScHg2,TRUE
LiSiB6,FALSE
LiSiPd2,TRUE
LiSiRh2,TRUE
LiSm3SiS7,FALSE
LiSn(PO3)4,TRUE
LiSn4Ir,TRUE
LiSnAu,TRUE
LiTa3(BiO3)4,FALSE
LiTaO3,FALSE
LiTaRh2,TRUE
LiThAu2,TRUE
LiTi11O20,TRUE
LiTi3O6,TRUE
LiTiSiO4,TRUE
LiTlPd2,TRUE
LiTm2Rh,TRUE
LiTm2Ru,TRUE
LiTmSn,TRUE
LiV2NiO6,TRUE
LiV3O4,TRUE
LiY(CuP)2,TRUE
LiY2Ru,TRUE
LiYbF4,TRUE
LiYbPb,TRUE
LiZn(Fe5O8)2,TRUE
LiZn2GaO4,FALSE
LiZnBO3,FALSE
LiZnN,FALSE
LiZr2Os,TRUE
LiZrRh2,TRUE
Lu(InS2)3,FALSE
Lu(SiOs)2,TRUE
Lu2AgAu,TRUE
Lu2Al3Co,TRUE
Lu2AlTc,TRUE
Lu2CdAg,TRUE
Lu2CdIn,TRUE
Lu2CrS4,FALSE
Lu2Fe2Si2C,TRUE
Lu2FeS4,TRUE
Lu2InHg,TRUE
Lu2MgHg,TRUE
Lu2Mn12P7,TRUE
Lu2Mo2C3,TRUE
Lu2O3,FALSE
Lu2TlAg,TRUE
Lu2TlCd,TRUE
Lu2TlCu3Se5,FALSE
Lu3BC3,TRUE
Lu3Ga,TRUE
Lu3InN,TRUE
Lu3TlC,TRUE
Lu4C7,TRUE
Lu5(Si5Ir2)2,TRUE
Lu5Si3B,TRUE
Lu7(NiTe)2,TRUE
Lu7(TePd)2,TRUE
LuAg2,TRUE
LuAl2Pd5,TRUE
LuAlAg2,TRUE
LuAu,TRUE
LuBPd3,TRUE
LuC2,TRUE
LuCd4B3O10,FALSE
LuCdAg2,TRUE
LuGaRh2,TRUE
LuGe2,TRUE
LuHfRu2,TRUE
LuIr,TRUE
LuIr2,TRUE
LuMnSi,TRUE
LuNiBC,TRUE
LuP,FALSE
LuPt3,TRUE
LuScRh2,TRUE
LuScRu2,TRUE
LuScZn2,TRUE
LuSi2Ni,TRUE
LuSiIr,TRUE
LuU2S3O2,TRUE
LuUO3,TRUE
Mg(As2Rh3)2,TRUE
Mg(CoS2)2,TRUE
Mg(FeO2)4,TRUE
Mg(FeS2)2,TRUE
Mg(SnO2)4,TRUE
Mg(TiS2)4,TRUE
Mg10B16Ir19,TRUE
Mg17Al11Pd,TRUE
Mg23Al30,TRUE
Mg2AgIr,TRUE
Mg2Co,FALSE
Mg2CrN2,TRUE
Mg2Cu,TRUE
Mg2CuWO6,TRUE
Mg2Ga,TRUE
Mg2Ge,FALSE
Mg2GeB2Rh5,TRUE
Mg2GeSe4,FALSE
Mg2MnN2,TRUE
Mg2Pb,FALSE
Mg2PdAu,TRUE
Mg2RhAu,TRUE
Mg2Si,FALSE
Mg2SiPt,TRUE
Mg2Sn,FALSE
Mg2TcO4,TRUE
Mg2TiIrO6,TRUE
Mg2V9O13,TRUE
Mg2Zr14O5,TRUE
Mg3(B25C4)2,FALSE
Mg3(MnAl9)2,TRUE
Mg3(Ni10B3)2,TRUE
Mg3(Ni10P3)2,TRUE
Mg32Al36Ag13,TRUE
Mg3Al9FeSi5,TRUE
Mg3As2,FALSE
Mg3AsN,FALSE
Mg3Bi2,TRUE
Mg3Ga7Co2,TRUE
Mg3Ge,TRUE
Mg3N2,FALSE
Mg3P2,FALSE
Mg3Rh,TRUE
Mg3Ru2,TRUE
Mg3Sb2,FALSE
Mg3Tl,TRUE
Mg4Sc3(SiO3)8,TRUE
Mg5As,TRUE
Mg5B3O9F,FALSE
Mg5Ti13O30,TRUE
Mg5Tl2,TRUE
Mg9CuO10,TRUE
MgAgAs,TRUE
MgCo2(PO5)2,TRUE
MgCr,TRUE
MgCu2GeS4,FALSE
MgCu2SiS4,FALSE
MgCuBi,TRUE
MgCuSb,TRUE
MgCuSn,TRUE
MgF2,FALSE
MgGeN2,FALSE
MgIn3,TRUE
MgInAg2,TRUE
MgInPd2,TRUE
MgMnO3,TRUE
MgMnRh2,TRUE
MgNiSb,TRUE
MgO,FALSE
MgPb3,TRUE
MgPt5,TRUE
MgRh2Pb,TRUE
MgRhF6,TRUE
MgSbF6,TRUE
MgSbPt,TRUE
MgSc,TRUE
MgScAg2,TRUE
MgSe,FALSE
MgSi7Ir3,TRUE
